IdForma,Stats,Valor (base)
709 - A,Sp Atk,65
709 - A,Sp Def,82
709 - A,Spd,56
710 - A,Hp,49
710 - A,Atk,66
710 - A,Def,70
710 - A,Sp Atk,44
710 - A,Sp Def,55
710 - A,Spd,51
710 - B,Hp,44
710 - B,Atk,66
710 - B,Def,70
710 - B,Sp Atk,44
710 - B,Sp Def,55
710 - B,Spd,56
710 - C,Hp,54
710 - C,Atk,66
710 - C,Def,70
710 - C,Sp Atk,44
710 - C,Sp Def,55
710 - C,Spd,46
710 - D,Hp,59
710 - D,Atk,66
710 - D,Def,70
710 - D,Sp Atk,44
710 - D,Sp Def,55
710 - D,Spd,41
711 - A,Hp,65
711 - A,Atk,90
711 - A,Def,122
711 - A,Sp Atk,58
711 - A,Sp Def,75
711 - A,Spd,84
711 - B,Hp,55
711 - B,Atk,85
711 - B,Def,122
711 - B,Sp Atk,58
711 - B,Sp Def,75
711 - B,Spd,99
711 - C,Hp,75
711 - C,Atk,95
711 - C,Def,122
711 - C,Sp Atk,58
711 - C,Sp Def,75
711 - C,Spd,69
711 - D,Hp,85
711 - D,Atk,100
711 - D,Def,122
711 - D,Sp Atk,58
711 - D,Sp Def,75
711 - D,Spd,54
712 - A,Hp,55
712 - A,Atk,69
712 - A,Def,85
712 - A,Sp Atk,32
712 - A,Sp Def,35
712 - A,Spd,28
713 - A,Hp,95
713 - A,Atk,117
713 - A,Def,184
713 - A,Sp Atk,44
713 - A,Sp Def,46
713 - A,Spd,28
713 - B,Hp,95
713 - B,Atk,127
713 - B,Def,184
713 - B,Sp Atk,34
713 - B,Sp Def,36
713 - B,Spd,38
714 - A,Hp,40
714 - A,Atk,30
714 - A,Def,35
714 - A,Sp Atk,45
714 - A,Sp Def,40
714 - A,Spd,55
715 - A,Hp,85
715 - A,Atk,70
715 - A,Def,80
715 - A,Sp Atk,97
715 - A,Sp Def,80
715 - A,Spd,123
716 - A,Hp,126
716 - A,Atk,131
716 - A,Def,95
716 - A,Sp Atk,131
716 - A,Sp Def,98
716 - A,Spd,99
717 - A,Hp,126
717 - A,Atk,131
717 - A,Def,95
717 - A,Sp Atk,131
717 - A,Sp Def,98
717 - A,Spd,99
718 - A,Hp,108
718 - A,Atk,100
718 - A,Def,121
718 - A,Sp Atk,81
718 - A,Sp Def,95
718 - A,Spd,95
718 - B,Hp,54
718 - B,Atk,100
718 - B,Def,71
718 - B,Sp Atk,61
718 - B,Sp Def,85
718 - B,Spd,115
718 - C,Hp,108
718 - C,Atk,100
718 - C,Def,121
718 - C,Sp Atk,81
718 - C,Sp Def,95
718 - C,Spd,95
718 - D,Hp,216
718 - D,Atk,100
718 - D,Def,121
718 - D,Sp Atk,91
718 - D,Sp Def,95
718 - D,Spd,85
718 - E,Hp,54
718 - E,Atk,100
718 - E,Def,71
718 - E,Sp Atk,61
718 - E,Sp Def,85
718 - E,Spd,115
719 - A,Hp,50
719 - A,Atk,100
719 - A,Def,150
719 - A,Sp Atk,100
719 - A,Sp Def,150
719 - A,Spd,50
720 - A,Hp,80
720 - A,Atk,110
720 - A,Def,60
720 - A,Sp Atk,150
720 - A,Sp Def,130
720 - A,Spd,70
720 - B,Hp,80
720 - B,Atk,160
720 - B,Def,60
720 - B,Sp Atk,170
720 - B,Sp Def,130
720 - B,Spd,80
721 - A,Hp,80
721 - A,Atk,110
721 - A,Def,120
721 - A,Sp Atk,130
721 - A,Sp Def,90
721 - A,Spd,70
722 - A,Hp,68
722 - A,Atk,55
722 - A,Def,55
722 - A,Sp Atk,50
722 - A,Sp Def,50
722 - A,Spd,42
723 - A,Hp,78
723 - A,Atk,75
723 - A,Def,75
723 - A,Sp Atk,70
723 - A,Sp Def,70
723 - A,Spd,52
724 - A,Hp,78
724 - A,Atk,107
724 - A,Def,75
724 - A,Sp Atk,100
724 - A,Sp Def,100
724 - A,Spd,70
724 - B,Hp,88
724 - B,Atk,112
724 - B,Def,80
724 - B,Sp Atk,95
724 - B,Sp Def,95
724 - B,Spd,60
725 - A,Hp,45
725 - A,Atk,65
725 - A,Def,40
725 - A,Sp Atk,60
725 - A,Sp Def,40
725 - A,Spd,70
726 - A,Hp,65
726 - A,Atk,85
726 - A,Def,50
726 - A,Sp Atk,80
726 - A,Sp Def,50
726 - A,Spd,90
727 - A,Hp,95
727 - A,Atk,115
727 - A,Def,90
727 - A,Sp Atk,80
727 - A,Sp Def,90
727 - A,Spd,60
728 - A,Hp,50
728 - A,Atk,54
728 - A,Def,54
728 - A,Sp Atk,66
728 - A,Sp Def,56
728 - A,Spd,40
729 - A,Hp,60
729 - A,Atk,69
729 - A,Def,69
729 - A,Sp Atk,91
729 - A,Sp Def,81
729 - A,Spd,50
730 - A,Hp,80
730 - A,Atk,74
730 - A,Def,74
730 - A,Sp Atk,126
730 - A,Sp Def,116
730 - A,Spd,60
731 - A,Hp,35
731 - A,Atk,75
731 - A,Def,30
731 - A,Sp Atk,30
731 - A,Sp Def,30
731 - A,Spd,65
732 - A,Hp,55
732 - A,Atk,85
732 - A,Def,50
732 - A,Sp Atk,40
732 - A,Sp Def,50
732 - A,Spd,75
733 - A,Hp,80
733 - A,Atk,120
733 - A,Def,75
733 - A,Sp Atk,75
733 - A,Sp Def,75
733 - A,Spd,60
734 - A,Hp,48
734 - A,Atk,70
734 - A,Def,30
734 - A,Sp Atk,30
734 - A,Sp Def,30
734 - A,Spd,45
735 - A,Hp,88
735 - A,Atk,110
735 - A,Def,60
735 - A,Sp Atk,55
735 - A,Sp Def,60
735 - A,Spd,45
736 - A,Hp,47
736 - A,Atk,62
736 - A,Def,45
736 - A,Sp Atk,55
736 - A,Sp Def,45
736 - A,Spd,46
737 - A,Hp,57
737 - A,Atk,82
737 - A,Def,95
737 - A,Sp Atk,55
737 - A,Sp Def,75
737 - A,Spd,36
738 - A,Hp,77
738 - A,Atk,70
738 - A,Def,90
738 - A,Sp Atk,145
738 - A,Sp Def,75
738 - A,Spd,43
739 - A,Hp,47
739 - A,Atk,82
739 - A,Def,57
739 - A,Sp Atk,42
739 - A,Sp Def,47
739 - A,Spd,63
740 - A,Hp,97
740 - A,Atk,132
740 - A,Def,77
740 - A,Sp Atk,62
740 - A,Sp Def,67
740 - A,Spd,43
741 - A,Hp,75
741 - A,Atk,70
741 - A,Def,70
741 - A,Sp Atk,98
741 - A,Sp Def,70
741 - A,Spd,93
741 - B,Hp,75
741 - B,Atk,70
741 - B,Def,70
741 - B,Sp Atk,98
741 - B,Sp Def,70
741 - B,Spd,93
741 - C,Hp,75
741 - C,Atk,70
741 - C,Def,70
741 - C,Sp Atk,98
741 - C,Sp Def,70
741 - C,Spd,93
741 - D,Hp,75
741 - D,Atk,70
741 - D,Def,70
741 - D,Sp Atk,98
741 - D,Sp Def,70
741 - D,Spd,93
742 - A,Hp,40
742 - A,Atk,45
742 - A,Def,40
742 - A,Sp Atk,55
742 - A,Sp Def,40
742 - A,Spd,84
743 - A,Hp,60
743 - A,Atk,55
743 - A,Def,60
743 - A,Sp Atk,95
743 - A,Sp Def,70
743 - A,Spd,124
744 - A,Hp,45
744 - A,Atk,65
744 - A,Def,40
744 - A,Sp Atk,30
744 - A,Sp Def,40
744 - A,Spd,60
744 - B,Hp,45
744 - B,Atk,65
744 - B,Def,40
744 - B,Sp Atk,30
744 - B,Sp Def,40
744 - B,Spd,60
745 - A,Hp,75
745 - A,Atk,115
745 - A,Def,65
745 - A,Sp Atk,55
745 - A,Sp Def,65
745 - A,Spd,112
745 - B,Hp,85
745 - B,Atk,115
745 - B,Def,75
745 - B,Sp Atk,55
745 - B,Sp Def,75
745 - B,Spd,82
745 - C,Hp,75
745 - C,Atk,117
745 - C,Def,65
745 - C,Sp Atk,55
745 - C,Sp Def,65
745 - C,Spd,110
746 - A,Hp,45
746 - A,Atk,20
746 - A,Def,20
746 - A,Sp Atk,25
746 - A,Sp Def,25
746 - A,Spd,40
746 - B,Hp,45
746 - B,Atk,140
746 - B,Def,130
746 - B,Sp Atk,140
746 - B,Sp Def,135
746 - B,Spd,30
747 - A,Hp,50
747 - A,Atk,53
747 - A,Def,62
747 - A,Sp Atk,43
747 - A,Sp Def,52
747 - A,Spd,45
748 - A,Hp,50
748 - A,Atk,63
748 - A,Def,152
748 - A,Sp Atk,53
748 - A,Sp Def,142
748 - A,Spd,35
749 - A,Hp,70
749 - A,Atk,100
749 - A,Def,70
749 - A,Sp Atk,45
749 - A,Sp Def,55
749 - A,Spd,45
750 - A,Hp,100
750 - A,Atk,125
750 - A,Def,100
750 - A,Sp Atk,55
750 - A,Sp Def,85
750 - A,Spd,35
751 - A,Hp,38
751 - A,Atk,40
751 - A,Def,52
751 - A,Sp Atk,40
751 - A,Sp Def,72
751 - A,Spd,27
752 - A,Hp,68
752 - A,Atk,70
752 - A,Def,92
752 - A,Sp Atk,50
752 - A,Sp Def,132
752 - A,Spd,42
753 - A,Hp,40
753 - A,Atk,55
753 - A,Def,35
753 - A,Sp Atk,50
753 - A,Sp Def,35
753 - A,Spd,35
754 - A,Hp,70
754 - A,Atk,105
754 - A,Def,90
754 - A,Sp Atk,80
754 - A,Sp Def,90
754 - A,Spd,45
755 - A,Hp,40
755 - A,Atk,35
755 - A,Def,55
755 - A,Sp Atk,65
755 - A,Sp Def,75
755 - A,Spd,15
756 - A,Hp,60
756 - A,Atk,45
756 - A,Def,80
756 - A,Sp Atk,90
756 - A,Sp Def,100
756 - A,Spd,30
757 - A,Hp,48
757 - A,Atk,44
757 - A,Def,40
757 - A,Sp Atk,71
757 - A,Sp Def,40
757 - A,Spd,77
758 - A,Hp,68
758 - A,Atk,64
758 - A,Def,60
758 - A,Sp Atk,111
758 - A,Sp Def,60
758 - A,Spd,117
759 - A,Hp,70
759 - A,Atk,75
759 - A,Def,50
759 - A,Sp Atk,45
759 - A,Sp Def,50
759 - A,Spd,50
760 - A,Hp,120
760 - A,Atk,125
760 - A,Def,80
760 - A,Sp Atk,55
760 - A,Sp Def,60
760 - A,Spd,60
761 - A,Hp,42
761 - A,Atk,30
761 - A,Def,38
761 - A,Sp Atk,30
761 - A,Sp Def,38
761 - A,Spd,32
762 - A,Hp,52
762 - A,Atk,40
762 - A,Def,48
762 - A,Sp Atk,40
762 - A,Sp Def,48
762 - A,Spd,62
763 - A,Hp,72
763 - A,Atk,120
763 - A,Def,98
763 - A,Sp Atk,50
763 - A,Sp Def,98
763 - A,Spd,72
764 - A,Hp,51
764 - A,Atk,52
764 - A,Def,90
764 - A,Sp Atk,82
764 - A,Sp Def,110
764 - A,Spd,100
765 - A,Hp,90
765 - A,Atk,60
765 - A,Def,80
765 - A,Sp Atk,90
765 - A,Sp Def,110
765 - A,Spd,60
766 - A,Hp,100
766 - A,Atk,120
766 - A,Def,90
766 - A,Sp Atk,40
766 - A,Sp Def,60
766 - A,Spd,80
767 - A,Hp,25
767 - A,Atk,35
767 - A,Def,40
767 - A,Sp Atk,20
767 - A,Sp Def,30
767 - A,Spd,80
768 - A,Hp,75
768 - A,Atk,125
768 - A,Def,140
768 - A,Sp Atk,60
768 - A,Sp Def,90
768 - A,Spd,40
769 - A,Hp,55
769 - A,Atk,55
769 - A,Def,80
769 - A,Sp Atk,70
769 - A,Sp Def,45
769 - A,Spd,15
770 - A,Hp,85
770 - A,Atk,75
770 - A,Def,110
770 - A,Sp Atk,100
770 - A,Sp Def,75
770 - A,Spd,35
771 - A,Hp,55
771 - A,Atk,60
771 - A,Def,130
771 - A,Sp Atk,30
771 - A,Sp Def,130
771 - A,Spd,5
772 - A,Hp,95
772 - A,Atk,95
772 - A,Def,95
772 - A,Sp Atk,95
772 - A,Sp Def,95
772 - A,Spd,59
773 - A,Hp,95
773 - A,Atk,95
773 - A,Def,95
773 - A,Sp Atk,95
773 - A,Sp Def,95
773 - A,Spd,95
774 - A,Hp,60
774 - A,Atk,60
774 - A,Def,100
774 - A,Sp Atk,60
774 - A,Sp Def,100
774 - A,Spd,60
774 - B,Hp,60
774 - B,Atk,60
774 - B,Def,100
774 - B,Sp Atk,60
774 - B,Sp Def,100
774 - B,Spd,60
774 - C,Hp,60
774 - C,Atk,60
774 - C,Def,100
774 - C,Sp Atk,60
774 - C,Sp Def,100
774 - C,Spd,60
774 - D,Hp,60
774 - D,Atk,60
774 - D,Def,100
774 - D,Sp Atk,60
774 - D,Sp Def,100
774 - D,Spd,60
774 - E,Hp,60
774 - E,Atk,60
774 - E,Def,100
774 - E,Sp Atk,60
774 - E,Sp Def,100
774 - E,Spd,60
774 - F,Hp,60
774 - F,Atk,60
774 - F,Def,100
774 - F,Sp Atk,60
774 - F,Sp Def,100
774 - F,Spd,60
774 - G,Hp,60
774 - G,Atk,60
774 - G,Def,100
774 - G,Sp Atk,60
774 - G,Sp Def,100
774 - G,Spd,60
774 - H,Hp,60
774 - H,Atk,100
774 - H,Def,60
774 - H,Sp Atk,100
774 - H,Sp Def,60
774 - H,Spd,120
774 - I,Hp,60
774 - I,Atk,100
774 - I,Def,60
774 - I,Sp Atk,100
774 - I,Sp Def,60
774 - I,Spd,120
774 - J,Hp,60
774 - J,Atk,100
774 - J,Def,60
774 - J,Sp Atk,100
774 - J,Sp Def,60
774 - J,Spd,120
774 - K,Hp,60
774 - K,Atk,100
774 - K,Def,60
774 - K,Sp Atk,100
774 - K,Sp Def,60
774 - K,Spd,120
774 - L,Hp,60
774 - L,Atk,100
774 - L,Def,60
774 - L,Sp Atk,100
774 - L,Sp Def,60
774 - L,Spd,120
774 - M,Hp,60
774 - M,Atk,100
774 - M,Def,60
774 - M,Sp Atk,100
774 - M,Sp Def,60
774 - M,Spd,120
774 - N,Hp,60
774 - N,Atk,100
774 - N,Def,60
774 - N,Sp Atk,100
774 - N,Sp Def,60
774 - N,Spd,120
775 - A,Hp,65
775 - A,Atk,115
775 - A,Def,65
775 - A,Sp Atk,75
775 - A,Sp Def,95
775 - A,Spd,65
776 - A,Hp,60
776 - A,Atk,78
776 - A,Def,135
776 - A,Sp Atk,91
776 - A,Sp Def,85
776 - A,Spd,36
777 - A,Hp,65
777 - A,Atk,98
777 - A,Def,63
777 - A,Sp Atk,40
777 - A,Sp Def,73
777 - A,Spd,96
778 - A,Hp,55
778 - A,Atk,90
778 - A,Def,80
778 - A,Sp Atk,50
778 - A,Sp Def,105
778 - A,Spd,96
778 - B,Hp,55
778 - B,Atk,90
778 - B,Def,80
778 - B,Sp Atk,50
778 - B,Sp Def,105
778 - B,Spd,96
779 - A,Hp,68
779 - A,Atk,105
779 - A,Def,70
779 - A,Sp Atk,70
779 - A,Sp Def,70
779 - A,Spd,92
780 - A,Hp,78
780 - A,Atk,60
780 - A,Def,85
780 - A,Sp Atk,135
780 - A,Sp Def,91
780 - A,Spd,36
781 - A,Hp,70
781 - A,Atk,131
781 - A,Def,100
781 - A,Sp Atk,86
781 - A,Sp Def,90
781 - A,Spd,40
782 - A,Hp,45
782 - A,Atk,55
782 - A,Def,65
782 - A,Sp Atk,45
782 - A,Sp Def,45
782 - A,Spd,45
783 - A,Hp,55
783 - A,Atk,75
783 - A,Def,90
783 - A,Sp Atk,65
783 - A,Sp Def,70
783 - A,Spd,65
784 - A,Hp,75
784 - A,Atk,110
784 - A,Def,125
784 - A,Sp Atk,100
784 - A,Sp Def,105
784 - A,Spd,85
785 - A,Hp,70
785 - A,Atk,115
785 - A,Def,85
785 - A,Sp Atk,95
785 - A,Sp Def,75
785 - A,Spd,130
786 - A,Hp,70
786 - A,Atk,85
786 - A,Def,75
786 - A,Sp Atk,130
786 - A,Sp Def,115
786 - A,Spd,95
787 - A,Hp,70
787 - A,Atk,130
787 - A,Def,115
787 - A,Sp Atk,85
787 - A,Sp Def,95
787 - A,Spd,75
788 - A,Hp,70
788 - A,Atk,75
788 - A,Def,115
788 - A,Sp Atk,95
788 - A,Sp Def,130
788 - A,Spd,85
789 - A,Hp,43
789 - A,Atk,29
789 - A,Def,31
789 - A,Sp Atk,29
789 - A,Sp Def,31
789 - A,Spd,37
790 - A,Hp,43
790 - A,Atk,29
790 - A,Def,131
790 - A,Sp Atk,29
790 - A,Sp Def,131
790 - A,Spd,37
791 - A,Hp,137
791 - A,Atk,137
791 - A,Def,107
791 - A,Sp Atk,113
791 - A,Sp Def,89
791 - A,Spd,97
792 - A,Hp,137
792 - A,Atk,113
792 - A,Def,89
792 - A,Sp Atk,137
792 - A,Sp Def,107
792 - A,Spd,97
793 - A,Hp,109
793 - A,Atk,53
793 - A,Def,47
793 - A,Sp Atk,127
793 - A,Sp Def,131
793 - A,Spd,103
794 - A,Hp,107
794 - A,Atk,139
794 - A,Def,139
794 - A,Sp Atk,53
794 - A,Sp Def,53
794 - A,Spd,79
795 - A,Hp,71
795 - A,Atk,137
795 - A,Def,37
795 - A,Sp Atk,137
795 - A,Sp Def,37
795 - A,Spd,151
796 - A,Hp,83
796 - A,Atk,89
796 - A,Def,71
796 - A,Sp Atk,173
796 - A,Sp Def,71
796 - A,Spd,83
797 - A,Hp,97
797 - A,Atk,101
797 - A,Def,103
797 - A,Sp Atk,107
797 - A,Sp Def,101
797 - A,Spd,61
798 - A,Hp,59
798 - A,Atk,181
798 - A,Def,131
798 - A,Sp Atk,59
798 - A,Sp Def,31
798 - A,Spd,109
799 - A,Hp,223
799 - A,Atk,101
799 - A,Def,53
799 - A,Sp Atk,97
799 - A,Sp Def,53
799 - A,Spd,43
800 - A,Hp,97
800 - A,Atk,107
800 - A,Def,101
800 - A,Sp Atk,127
800 - A,Sp Def,89
800 - A,Spd,79
800 - B,Hp,97
800 - B,Atk,157
800 - B,Def,127
800 - B,Sp Atk,113
800 - B,Sp Def,109
800 - B,Spd,77
800 - C,Hp,97
800 - C,Atk,113
800 - C,Def,109
800 - C,Sp Atk,157
800 - C,Sp Def,127
800 - C,Spd,77
800 - D,Hp,97
800 - D,Atk,167
800 - D,Def,97
800 - D,Sp Atk,167
800 - D,Sp Def,97
800 - D,Spd,129
801 - A,Hp,80
801 - A,Atk,95
801 - A,Def,115
801 - A,Sp Atk,130
801 - A,Sp Def,115
801 - A,Spd,65
801 - B,Hp,80
801 - B,Atk,95
801 - B,Def,115
801 - B,Sp Atk,130
801 - B,Sp Def,115
801 - B,Spd,65
802 - A,Hp,90
802 - A,Atk,125
802 - A,Def,80
802 - A,Sp Atk,90
802 - A,Sp Def,90
802 - A,Spd,125
803 - A,Hp,67
803 - A,Atk,73
803 - A,Def,67
803 - A,Sp Atk,73
803 - A,Sp Def,67
803 - A,Spd,73
804 - A,Hp,73
804 - A,Atk,73
804 - A,Def,73
804 - A,Sp Atk,127
804 - A,Sp Def,73
804 - A,Spd,121
805 - A,Hp,61
805 - A,Atk,131
805 - A,Def,211
805 - A,Sp Atk,53
805 - A,Sp Def,101
805 - A,Spd,13
806 - A,Hp,53
806 - A,Atk,127
806 - A,Def,53
806 - A,Sp Atk,151
806 - A,Sp Def,79
806 - A,Spd,107
807 - A,Hp,88
807 - A,Atk,112
807 - A,Def,75
807 - A,Sp Atk,102
807 - A,Sp Def,80
807 - A,Spd,143
808 - A,Hp,46
808 - A,Atk,65
808 - A,Def,65
808 - A,Sp Atk,55
808 - A,Sp Def,35
808 - A,Spd,34
809 - A,Hp,135
809 - A,Atk,143
809 - A,Def,143
809 - A,Sp Atk,80
809 - A,Sp Def,65
809 - A,Spd,34
810 - A,Hp,50
810 - A,Atk,65
810 - A,Def,50
810 - A,Sp Atk,40
810 - A,Sp Def,40
810 - A,Spd,65
811 - A,Hp,70
811 - A,Atk,85
811 - A,Def,70
811 - A,Sp Atk,55
811 - A,Sp Def,60
811 - A,Spd,80
812 - A,Hp,100
812 - A,Atk,125
812 - A,Def,90
812 - A,Sp Atk,60
812 - A,Sp Def,70
812 - A,Spd,85
813 - A,Hp,50
813 - A,Atk,71
813 - A,Def,40
813 - A,Sp Atk,40
813 - A,Sp Def,40
813 - A,Spd,69
814 - A,Hp,65
814 - A,Atk,86
814 - A,Def,60
814 - A,Sp Atk,55
814 - A,Sp Def,60
814 - A,Spd,94
815 - A,Hp,80
815 - A,Atk,116
815 - A,Def,75
815 - A,Sp Atk,65
815 - A,Sp Def,75
815 - A,Spd,119
816 - A,Hp,50
816 - A,Atk,40
816 - A,Def,40
816 - A,Sp Atk,70
816 - A,Sp Def,40
816 - A,Spd,70
817 - A,Hp,65
817 - A,Atk,60
817 - A,Def,55
817 - A,Sp Atk,95
817 - A,Sp Def,55
817 - A,Spd,90
818 - A,Hp,70
818 - A,Atk,85
818 - A,Def,65
818 - A,Sp Atk,125
818 - A,Sp Def,65
818 - A,Spd,120
819 - A,Hp,70
819 - A,Atk,55
819 - A,Def,55
819 - A,Sp Atk,35
819 - A,Sp Def,35
819 - A,Spd,25
820 - A,Hp,120
820 - A,Atk,95
820 - A,Def,95
820 - A,Sp Atk,55
820 - A,Sp Def,75
820 - A,Spd,20
821 - A,Hp,38
821 - A,Atk,47
821 - A,Def,35
821 - A,Sp Atk,33
821 - A,Sp Def,35
821 - A,Spd,57
822 - A,Hp,68
822 - A,Atk,67
822 - A,Def,55
822 - A,Sp Atk,43
822 - A,Sp Def,55
822 - A,Spd,77
823 - A,Hp,98
823 - A,Atk,87
823 - A,Def,105
823 - A,Sp Atk,53
823 - A,Sp Def,85
823 - A,Spd,67
824 - A,Hp,25
824 - A,Atk,20
824 - A,Def,20
824 - A,Sp Atk,25
824 - A,Sp Def,45
824 - A,Spd,45
825 - A,Hp,50
825 - A,Atk,35
825 - A,Def,80
825 - A,Sp Atk,50
825 - A,Sp Def,90
825 - A,Spd,30
826 - A,Hp,60
826 - A,Atk,45
826 - A,Def,110
826 - A,Sp Atk,80
826 - A,Sp Def,120
826 - A,Spd,90
827 - A,Hp,40
827 - A,Atk,28
827 - A,Def,28
827 - A,Sp Atk,47
827 - A,Sp Def,52
827 - A,Spd,50
828 - A,Hp,70
828 - A,Atk,58
828 - A,Def,58
828 - A,Sp Atk,87
828 - A,Sp Def,92
828 - A,Spd,90
829 - A,Hp,40
829 - A,Atk,40
829 - A,Def,60
829 - A,Sp Atk,40
829 - A,Sp Def,60
829 - A,Spd,10
830 - A,Hp,60
830 - A,Atk,50
830 - A,Def,90
830 - A,Sp Atk,80
830 - A,Sp Def,120
830 - A,Spd,60
831 - A,Hp,42
831 - A,Atk,40
831 - A,Def,55
831 - A,Sp Atk,40
831 - A,Sp Def,45
831 - A,Spd,48
832 - A,Hp,72
832 - A,Atk,80
832 - A,Def,100
832 - A,Sp Atk,60
832 - A,Sp Def,90
832 - A,Spd,88
833 - A,Hp,50
833 - A,Atk,64
833 - A,Def,50
833 - A,Sp Atk,38
833 - A,Sp Def,38
833 - A,Spd,44
834 - A,Hp,90
834 - A,Atk,115
834 - A,Def,90
834 - A,Sp Atk,48
834 - A,Sp Def,68
834 - A,Spd,74
835 - A,Hp,59
835 - A,Atk,45
835 - A,Def,50
835 - A,Sp Atk,40
835 - A,Sp Def,50
835 - A,Spd,26
836 - A,Hp,69
836 - A,Atk,90
836 - A,Def,60
836 - A,Sp Atk,90
836 - A,Sp Def,60
836 - A,Spd,121
837 - A,Hp,30
837 - A,Atk,40
837 - A,Def,50
837 - A,Sp Atk,40
837 - A,Sp Def,50
837 - A,Spd,30
838 - A,Hp,80
838 - A,Atk,60
838 - A,Def,90
838 - A,Sp Atk,60
838 - A,Sp Def,70
838 - A,Spd,50
839 - A,Hp,110
839 - A,Atk,80
839 - A,Def,120
839 - A,Sp Atk,80
839 - A,Sp Def,90
839 - A,Spd,30
840 - A,Hp,40
840 - A,Atk,40
840 - A,Def,80
840 - A,Sp Atk,40
840 - A,Sp Def,40
840 - A,Spd,20
841 - A,Hp,70
841 - A,Atk,110
841 - A,Def,80
841 - A,Sp Atk,95
841 - A,Sp Def,60
841 - A,Spd,70
842 - A,Hp,110
842 - A,Atk,85
842 - A,Def,80
842 - A,Sp Atk,100
842 - A,Sp Def,80
842 - A,Spd,30
843 - A,Hp,52
843 - A,Atk,57
843 - A,Def,75
843 - A,Sp Atk,35
843 - A,Sp Def,50
843 - A,Spd,46
844 - A,Hp,72
844 - A,Atk,107
844 - A,Def,125
844 - A,Sp Atk,65
844 - A,Sp Def,70
844 - A,Spd,71
845 - A,Hp,70
845 - A,Atk,85
845 - A,Def,55
845 - A,Sp Atk,85
845 - A,Sp Def,95
845 - A,Spd,85
845 - B,Hp,70
845 - B,Atk,85
845 - B,Def,55
845 - B,Sp Atk,85
845 - B,Sp Def,95
845 - B,Spd,85
845 - C,Hp,70
845 - C,Atk,85
845 - C,Def,55
845 - C,Sp Atk,85
845 - C,Sp Def,95
845 - C,Spd,85
846 - A,Hp,41
846 - A,Atk,63
846 - A,Def,40
846 - A,Sp Atk,40
846 - A,Sp Def,30
846 - A,Spd,66
847 - A,Hp,61
847 - A,Atk,123
847 - A,Def,60
847 - A,Sp Atk,60
847 - A,Sp Def,50
847 - A,Spd,136
848 - A,Hp,40
848 - A,Atk,38
848 - A,Def,35
848 - A,Sp Atk,54
848 - A,Sp Def,35
848 - A,Spd,40
849 - A,Hp,75
849 - A,Atk,98
849 - A,Def,70
849 - A,Sp Atk,114
849 - A,Sp Def,70
849 - A,Spd,75
849 - B,Hp,75
849 - B,Atk,98
849 - B,Def,70
849 - B,Sp Atk,114
849 - B,Sp Def,70
849 - B,Spd,75
850 - A,Hp,50
850 - A,Atk,65
850 - A,Def,45
850 - A,Sp Atk,50
850 - A,Sp Def,50
850 - A,Spd,45
851 - A,Hp,100
851 - A,Atk,115
851 - A,Def,65
851 - A,Sp Atk,90
851 - A,Sp Def,90
851 - A,Spd,65
852 - A,Hp,50
852 - A,Atk,68
852 - A,Def,60
852 - A,Sp Atk,50
852 - A,Sp Def,50
852 - A,Spd,32
853 - A,Hp,80
853 - A,Atk,118
853 - A,Def,90
853 - A,Sp Atk,70
853 - A,Sp Def,80
853 - A,Spd,42
854 - A,Hp,40
854 - A,Atk,45
854 - A,Def,45
854 - A,Sp Atk,74
854 - A,Sp Def,54
854 - A,Spd,50
855 - A,Hp,60
855 - A,Atk,65
855 - A,Def,65
855 - A,Sp Atk,134
855 - A,Sp Def,114
855 - A,Spd,70
856 - A,Hp,42
856 - A,Atk,30
856 - A,Def,45
856 - A,Sp Atk,56
856 - A,Sp Def,53
856 - A,Spd,39
857 - A,Hp,57
857 - A,Atk,40
857 - A,Def,65
857 - A,Sp Atk,86
857 - A,Sp Def,73
857 - A,Spd,49
858 - A,Hp,57
858 - A,Atk,90
858 - A,Def,95
858 - A,Sp Atk,136
858 - A,Sp Def,103
858 - A,Spd,29
859 - A,Hp,45
859 - A,Atk,45
859 - A,Def,30
859 - A,Sp Atk,55
859 - A,Sp Def,40
859 - A,Spd,50
860 - A,Hp,65
860 - A,Atk,60
860 - A,Def,45
860 - A,Sp Atk,75
860 - A,Sp Def,55
860 - A,Spd,70
861 - A,Hp,95
861 - A,Atk,120
861 - A,Def,65
861 - A,Sp Atk,95
861 - A,Sp Def,75
861 - A,Spd,60
862 - A,Hp,93
862 - A,Atk,90
862 - A,Def,101
862 - A,Sp Atk,60
862 - A,Sp Def,81
862 - A,Spd,95
863 - A,Hp,70
863 - A,Atk,110
863 - A,Def,100
863 - A,Sp Atk,50
863 - A,Sp Def,60
863 - A,Spd,50
864 - A,Hp,60
864 - A,Atk,95
864 - A,Def,50
864 - A,Sp Atk,145
864 - A,Sp Def,130
864 - A,Spd,30
865 - A,Hp,62
865 - A,Atk,135
865 - A,Def,95
865 - A,Sp Atk,68
865 - A,Sp Def,82
865 - A,Spd,65
866 - A,Hp,80
866 - A,Atk,85
866 - A,Def,75
866 - A,Sp Atk,110
866 - A,Sp Def,100
866 - A,Spd,70
867 - A,Hp,58
867 - A,Atk,95
867 - A,Def,145
867 - A,Sp Atk,50
867 - A,Sp Def,105
867 - A,Spd,30
868 - A,Hp,45
