IdForm,FormPokemon,Url_ImgPokemonForm,Description,Size (cm),Weight (kg),Ability
0080-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/80.png,"Tiene una cola tan apetecible, que el Shellder que va enganchado a ella no se soltará por nada del mundo.",160,78.5,"Despiste, Ritmo Propio, Regeneración"
0080-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Slowbro.png,"Toda la energía derivada de la megaevolución ha recaído sobre el Shellder que porta en su cola, que ha engullido casi del todo al propio Slowpoke.",200,120,Caparazón
0080-B,B - Galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10165.png,"Tiene una cola tan apetecible, que el Shellder que va enganchado a ella no se soltará por nada del mundo.",160,70.5,"Mano Rápida, Ritmo Propio, Regeneración"
0081-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/81.png,Las unidades a los lados de su cuerpo generan energía antigravitatoria para mantenerlo en el aire.,30,6,"Imán, Robustez, Cálculo Final"
0082-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/82.png,Lo constituye un grupo de Magnemite. Descarga potentes ondas magnéticas de alto voltaje.,100,60,"Imán, Robustez, Cálculo Final"
0083-B,B - Galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10166.png,El puerro que lleva es su mejor arma. Suele usarlo como espada para cortar cosas.,80,42,"Impasible, Intrépido"
0083-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/83.png,El puerro que lleva es su mejor arma. Suele usarlo como espada para cortar cosas.,80,15,"Vista Lince, Foco Interno, Competitivo"
0084-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/84.png,"Este Pokémon de dos cabezas es el resultado de una mutación. Cuando corre, puede alcanzar casi 100 km por hora.",140,39.2,"Fuga, Madrugar, Tumbos"
0085-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/85.png,"Más vale no perder de vista ninguna de las tres cabezas. De lo contrario, el número de picotazos será enorme.",180,85.2,"Fuga, Madrugar, Tumbos"
0086-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/86.png,Este Pokémon vive en icebergs. Nada en el mar y usa el cuerno de su cabeza para romper el hielo.,110,90,"Sebo, Hidratación, Gélido"
0087-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/87.png,Está recubierto de un luminoso pelaje blanco. Este Pokémon aumenta su actividad cuando bajan las temperaturas.,170,120,"Sebo, Hidratación, Gélido"
0088-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/88.png,Nace de lodo alterado al filtrarse en el agua los rayos X reflejados por la Luna. Se alimenta de sustancias desagradables.,90,30,"Hedor, Viscosidad, Toque Tóxico"
0088-B,B - Alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10112.png,Nace de lodo alterado al filtrarse en el agua los rayos X reflejados por la Luna. Se alimenta de sustancias desagradables.,70,42,"Toque Tóxico, Gula, Reacción Química"
0089-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/89.png,"Les encanta reunirse en zonas apestosas donde se acumula el lodo, haciendo su olor más insoportable.",120,30,"Hedor, Viscosidad, Toque Tóxico"
0089-B,B - Alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10113.png,"Les encanta reunirse en zonas apestosas donde se acumula el lodo, haciendo su olor más insoportable.",100,52,"Toque Tóxico, Gula, Reacción Química"
0090-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/90.png,La concha lo protege de cualquier tipo de ataque. Solo es vulnerable cuando se abre.,30,4,"Caparazón, Encadenado, Funda"
0091-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/91.png,A los Cloyster que viven en las fuertes corrientes marinas les crecen largas y afiladas púas en la concha.,150,132.5,"Caparazón, Encadenado, Funda"
0092-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/92.png,Su etéreo cuerpo está hecho de gas. Puede envolver a un oponente de cualquier tamaño hasta ahogarlo.,130,0.1,Levitación
0093-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/93.png,"Cuando tienes la sensación de que te están observando, seguro que es porque Haunter está cerca.",160,0.1,Levitación
0094-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/94.png,"Se esconde entre las sombras. Se dice que donde Gengar acecha, la temperatura baja 5 °C.",150,40.5,Cuerpo Maldito
0094-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Gengar.png,Puede pasar de una dimensión a otra y aparecer donde quiera. Una vez causó gran revuelo al mostrar tan solo una pata a través de una pared.,140,40.5,Sombra trampa
0095-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/95.png,Cava a gran velocidad en busca de comida. Los túneles que deja son usados por los Diglett.,880,210,"Cabeza Roca, Robustez, Armadura Frágil"
0096-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/96.png,Adormece a sus enemigos y se come sus sueños. A veces se pone enfermo si come pesadillas.,100,32.4,"Insomnio, Alerta, Foco Interno"
0097-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/97.png,"Lleva un péndulo en la mano. Una vez, hizo desaparecer a un niño al que había hipnotizado.",160,75.6,"Insomnio, Alerta, Foco Interno"
0098-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/98.png,"Ante el peligro, se camufla con las burbujas que desprende su boca, para parecer más grande.",40,6.5,"Corte Fuerte, Caparazón, Potencia Bruta"
0099-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/99.png,"La pinza tan grande que tiene posee una fuerza de 10 000 caballos de potencia. Pero, por su gran tamaño, cuesta moverla.",130,60,"Corte Fuerte, Caparazón, Potencia Bruta"
0100-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/100.png,Fue descubierto cuando se crearon las Poké Balls. Se dice que tiene algo que ver con ellas.,50,10.4,"Insonorizar, Elec. Estática, Detonación"
0100-B,B - Hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10231.png,Fue descubierto cuando se crearon las Poké Balls. Se dice que tiene algo que ver con ellas.,50,13,"Insonorizar, Elec. Estática, Detonación"
0101-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/101.png,Explotan a la mínima. Por eso se les tiene mucho miedo. Estos Pokémon reciben el mote de Bomba Ball.,120,66.6,"Insonorizar, Elec. Estática, Detonación"
0101-B,B - Hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10232.png,Explotan a la mínima. Por eso se les tiene mucho miedo. Estos Pokémon reciben el mote de Bomba Ball.,120,71,"Insonorizar, Elec. Estática, Detonación"
0102-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/102.png,"Estos seis huevos se comunican por telepatía. Si se separan, se pueden reunir rápidamente.",40,2.5,"Clorofila, Cosecha"
0103-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/103.png,"Sus tres cabezas piensan de forma independiente. Sin embargo, son amigas y no suelen discutir nunca.",200,120,"Clorofila, Cosecha"
0103-B,B - Alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10114.png,"Sus tres cabezas piensan de forma independiente. Sin embargo, son amigas y no suelen discutir nunca.",1090,415.6,"Cacheo, Cosecha"
0104-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/104.png,Lleva puesto el cráneo de su madre. Cuando se siente solo se pone a gritar muy fuerte.,40,6.5,"Cabeza Roca, Pararrayos, Armadura Batalla"
0105-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/105.png,"Es pequeño y siempre ha sido muy débil. Cuando empezó a usar huesos, se volvió más violento.",100,45,"Cabeza Roca, Pararrayos, Armadura Batalla"
0105-B,B - Alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10115.png,"Es pequeño y siempre ha sido muy débil. Cuando empezó a usar huesos, se volvió más violento.",100,34,"Cuerpo Maldito, Pararrayos, Cabeza Roca"
0106-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/106.png,"Encoge y estira las patas a su antojo. Cuando las estira, es capaz de propinar una buena patada al enemigo.",150,49.8,"Flexibilidad, Audaz, Liviano"
0107-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/107.png,Los potentes golpes de sus brazos pueden pulverizar el hormigón. Descansa tras luchar tres minutos.,140,50.2,"Vista Lince, Puño Férreo, Foco Interno"
0108-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/108.png,"Su larga lengua, recubierta de saliva pegajosa, se pega a todo, por lo que es muy útil.",120,65.5,"Ritmo Propio, Despiste, Aclimatación"
0109-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/109.png,Tiene forma de globo y es muy ligero. Está compuesto por gases tóxicos y apesta.,60,1,"Levitación, Gas Reactivo, Hedor"
0110-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/110.png,"Si uno de los gemelos Koffing se infla, el otro se desinfla. Mezclan constantemente sus venenosos gases.",120,9.5,"Levitación, Gas Reactivo, Hedor"
0110-B,B - Galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10167.png,"Si uno de los gemelos Koffing se infla, el otro se desinfla. Mezclan constantemente sus venenosos gases.",300,16,"Levitación, Gas Reactivo, Nebulogénesis"
0111-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/111.png,"Es muy fuerte, pero no especialmente listo. Es capaz de derribar rascacielos usando Placaje varias veces.",100,115,"Pararrayos, Cabeza Roca, Audaz"
0112-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/112.png,La piel le sirve de escudo protector. Puede vivir en lava líquida a 2000 °C de temperatura.,190,120,"Pararrayos, Cabeza Roca, Audaz"
0113-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/113.png,Se dice que reparte felicidad. Se caracteriza por su compasión y reparte sus huevos entre la gente herida.,110,34.6,"Cura Natural, Dicha, Alma Cura"
0114-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/114.png,Se camufla con la multitud de lianas que envuelven su cuerpo y que no dejan de crecer a lo largo de toda su vida.,100,35,"Clorofila, Defensa Hoja, Regeneración"
0115-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/115.png,Lleva a su cría en la bolsa de su panza. Solo deja que su cría salga a jugar cuando no siente peligro.,220,80,"Madrugar, Intrépido, Foco Interno"
0115-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Kangaskhan.png,"Aunque lleve una cría en el marsupio, su juego de pies no pierde ligereza. Abruma al rival con ráfagas de ágiles puñetazos.",220,100,Amor filial
0116-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/116.png,Es famoso por derribar a bichos voladores lanzando tinta desde la superficie del agua.,40,8,"Nado Rápido, Francotirador, Humedad"
0117-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/117.png,Las afiladas púas que le recubren el cuerpo se le erizan y pueden causar el debilitamiento con solo tocarlo.,120,25,"Punto Tóxico, Francotirador, Humedad"
0118-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/118.png,"Nada a una velocidad de cinco nudos. Si siente peligro, golpea con su afilado cuerno.",60,15,"Nado Rápido, Velo Agua, Pararrayos"
0119-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/119.png,"En otoño, cuando se reproducen, se les puede ver nadando con energía por ríos y arroyos.",130,39,"Nado Rápido, Velo Agua, Pararrayos"
0120-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/120.png,"Aunque sus brazos se rompan podrán regenerarse, siempre y cuando su núcleo siga intacto.",80,34.5,"Iluminación, Cura Natural, Cálculo Final"
0121-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/121.png,Su núcleo central brilla con los colores del arcoíris. Para algunos tiene el valor de una gema.,110,80,"Iluminación, Cura Natural, Cálculo Final"
0121-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Starmie_LPZA.png,Su núcleo central brilla con los colores del arcoíris. Para algunos tiene el valor de una gema.,230,80,"Iluminación, Cura Natural, Cálculo Final"
0122-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/122.png,"Para repeler ataques, solidifica el aire y crea muros invisibles con emanaciones de sus dedos.",130,54.5,"Insonorizar, Filtro, Experto"
0122-B,B - Galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10168.png,"Para repeler ataques, solidifica el aire y crea muros invisibles con emanaciones de sus dedos.",140,56.8,"Espíritu Vital, Antibarrera, Gélido"
0123-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/123.png,Destroza a su presa con las guadañas que tiene. No es común que use las alas para volar.,150,56,"Enjambre, Experto, Impasible"
0124-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/124.png,Camina moviendo las caderas de forma llamativa. Puede hacer que la gente baile a su ritmo.,140,40.6,"Despiste, Alerta, Piel Seca"
0125-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/125.png,"Por la superficie de su piel corre la electricidad. En la oscuridad, su cuerpo se torna blanquecino.",110,30,"Elec. Estática, Espíritu Vital"
0126-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/126.png,A este Pokémon se lo encontraron cerca de un volcán. Esta criatura ígnea tiene una temperatura corporal de unos 1200 °C.,130,44.5,"Cuerpo Llama, Espíritu Vital"
0127-A,A - Base,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/127.png,Atrapa presas con sus pinzas hasta que las parte en dos. Lanza lejos lo que no puede quebrar.,150,55,"Corte Fuerte, Rompemoldes, Autoestima"
0127-AM,AM - Mega,https://raw.githubusercontent.com/Gbarrantes25/Pokedex-PowerBI/refs/heads/main/Mega-Evolution/Mega-Pinsir.png,"Se enorgullece de sus cuernos, con los que puede levantar a un oponente de hasta diez veces su peso y llevarlo volando sin esfuerzo.",170,59,Piel celeste
